OTUID;Kingdom;Phylum;Class;Order;Family;Genus;Species
e31359717d024d9359d0101820cc171b;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;
ed2a44c9ef8b2e68dc119ef804e15b62;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
c9343f4a5122961eca23645bcc3ce259;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
2926f67293df02a2f4fd7fa1a6872cae;Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;
d9d4a95ab40d3b652aa4d3e8ba6f65a7;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
1863f0406dcb6eeddabd1e70d0d8d3a7;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] oxidoreducens group;uncultured bacterium
915e4d5bdcb7789b0a78104693775dea;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
b5ab506387e85777314a1dab7e97e978;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;;
4ac9641f976e85fd5984f4f41e352ce0;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;gut metagenome
0c3b189e69bc6aec2b7bc05abadd3ecb;Bacteria;Firmicutes;;;;;
fee37daa1051a9d4a13e16177258d93c;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;
f286920911d23fbb19fe5830cb91a2b4;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;metagenome
285ed13c2e90a6f543c14562df2e6c76;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
d6dc5e289bc63f9c25588982e0265a10;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
198c10327494ba538149052e43a83a8b;Bacteria;;;;;;
8c26e28189bf85aacad66a0eb3b799a9;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides mediterraneensis
9cb0399874d5bd1d52b5bb3514e28480;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;
18ca012b5b970560cc7316d9b008393c;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured;
612ffbce4027b8abc6ae8899346c9289;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
8e8c9b7b3d890ebc01b362990d5cd85d;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG-006;uncultured bacterium
6776c0525b1e82be8fe531f57ff7b9bb;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NC2004 group;uncultured bacterium
b50b0f4272f35e871bc1901cd73ec900;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
11d71ada8ff89080de22b4a904983ccf;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
00063476cbd3cadbb82e5a467936c29b;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
ee73942f2cb06ac4f7cde3c429ea56ee;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;
b9758af10b6cdf759a76bacda6f75927;Bacteria;;;;;;
5dafbf7482865dac53528f304d033824;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;;
7c203d765fc8c619985e02d2a46550c3;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
99e66514c8983973addc91f9dff126ce;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;
4049bc16cfda6bf7e57e7560c4821b48;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;
c91405d44ca107c36ce557f98c8a36d9;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-002;
acc18c0f448563a3dc7e4b6c594ce871;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
840112ef33f5df546615c19e46f593f2;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;gut metagenome
683daee65061140a00718df4b5618e8a;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
addf5249e9e417a76dafc308098de069;Bacteria;;;;;;
88140458900e5f441e2c8b8381833b17;Bacteria;;;;;;
d654f6980bcddb555ef6f8942593f05b;Bacteria;;;;;;
f0d3b18dd5adb448d25ef94b29357c6d;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
2c7b054150e8fa097144052aa19bd766;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium succinatutens
7ecfdf8e8e2105d815749e52ac2bdec8;Bacteria;;;;;;
9d0432515de8b20e3c66e9e59761b3f8;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;;
7d62dcd988947b5117631959575089ec;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;;
a793d6d2d72178a898615292ddad016e;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
2586e40f0b02e6a09225c9810674bf03;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
c74773f0fbfec1ae1e294982af5739a8;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;uncultured;uncultured bacterium
40f7d492744cb410b78ea2a353b8f408;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;
b9f986df855c1c65083475385a852147;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
b2857cc5b0a29557385a578fd5277db1;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas virosa
2e086dde1ab743307a7a7e93c77f6291;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Candidatus Soleaferrea;Bittarella massiliensis
2b51df1030d622156c7b8195be0913e0;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
9f9d08985d5e81779650144ac6f14a03;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group;
9c20cf87f23eff06c4ea87c81a54df75;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
f76ffe0a31c7579185cea27b740994a0;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
dc33def78520193543bd3b1a3d2a519d;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-002;
dee09b66da3a158eed13d9f414ad4b62;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;;
50d66a1ab9c9eb480b76c33b36fb9199;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;uncultured organism
7c85bed872a639769ab4b9845275f73a;Bacteria;;;;;;
f03dbb603c7d2946f84e586375446d89;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;Clostridiales bacterium feline oral taxon 148;Clostridiales bacterium feline oral taxon 148
d5ee69d340645ba2c16c53a3edca1f94;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
fc61e109260d862e0cf2bd5b94e34039;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;metagenome
5fdd8585457967d4f5199e38a20eb6a3;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;;
0514e59b71dd86720e10bd40fc93836d;Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;
e055e3062bd867900b95cae0b46e8b19;Bacteria;Firmicutes;;;;;
d504a591a3918a69dc2c298eb86cacb0;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;;
83f953b54f716a3d6f829e3febb1a214;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
1311f4d85f955c02395a9a5640ccb4b2;Bacteria;Actinobacteria;;;;;
4b177daaf8ca64852019079b21586e0a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
8b4495e8c07388129ef9b5bccadb3e09;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;GCA-900066225;
5a13274d169b07b9be390d21876bbf99;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;;
57b7264c6e356676380873cee37a9dab;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
055d987f51f8b176cc8443dd472d16a6;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;uncultured Clostridiales bacterium
367db7cb1060577dd51613fd72bc88c7;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
a7c791f9e658f820ca54202e777baf3f;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;Alloscardovia sp. OB7196
5a5027e5c614d258e8c9de016d77c7ba;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
31b985f521516eabd5eb6aa0d4a6d428;Bacteria;Firmicutes;;;;;
71b3876aed69bc2ac36e76133679c408;Bacteria;;;;;;
92333c1e0b65b7aa33a9b6009cd7dc09;Unassigned;;;;;;
5595193fadf32d888917e2966714e0d4;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;
29f17741fa42c3cd62090812e5b72cc6;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;metagenome
22a1ce0590d2743ba003dff6ce5016e9;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;
2de70edc871403d4088862c5a5f4f98d;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
ae481ec89a65c17737740ba132ca6791;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;uncultured bacterium
65dedfde9d2393cd68e44bbc6e897064;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
669028315434b07215addae8a10184a0;Bacteria;;;;;;
b221cc3a1fa81420aeb4792480a55838;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
d20139c421e603f5ec2fffae9fea6806;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;
2ac1c533f55e26620190984c9b27654a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;human gut metagenome
c77c9c979c9a9e3e5aa1b1f4f68fc606;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
9d689b1555b53efce97869c45399ec79;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;uncultured bacterium
e1af8b82af8d82815c58f4e95649b3bb;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;
db01d5d2b3c060b489744ee57ddc7e81;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;metagenome
72e843804a6d3f5e655e870a4656d76b;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;
03600115076e7d848ddeadaede27e4d5;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
cd6bca0fb2234df65117720db9508f93;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
8a1c1a3cdd60996fd4d8f8226870dbe7;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1;
ed96f187198c721623cf30808f6feed9;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;
9afb488020fc83200e69585f1f6e207e;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;GCA-900066225;Massilimaliae massiliensis
162c834bd7e81ce6d328aa23c12d6a71;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerofilum;
31375ad8d547c11fd7b3dd22078929df;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 2;
3af6aada3a34d8b29330c1ff48b7fdbe;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1;
84f976285363d902f7b28f1b3f8f5d3a;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;;
c50b7acf0169ff409c0891bb8416399a;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] oxidoreducens group;uncultured bacterium
db80f6ea29408a0ce888108147afb73d;Unassigned;;;;;;
c9e6a444195a7201faeaad1255865a23;Bacteria;;;;;;
fa9a17d20b5f6bdb0ce32360f447de04;Unassigned;;;;;;
752bf9ef4014cba64d1fd2e774f400ed;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;
fce02e51583641cf7c3afdd1a67b0d2c;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae AC2044 group;uncultured organism
ae88040ebc76ee4532bf68d83b7ff55b;Bacteria;;;;;;
50716a025abb5a101df6a14c5b1a41d8;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Parasutterella;uncultured bacterium
914ea275351419ee917c833e26932d65;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
79a199d7ace1035f928a99e1d86388ff;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;
758b05e1d4004bc2402e1bf6d7a5882c;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
0ac2f4d2e78fdb7f203da6a65b8afc49;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
3ccf3b17e93e837e0214f52b8064ea0f;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 9;
38c41c28d7267130642dc93876db56cd;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
9c62cf66e59814709f695c3f542074b4;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group;
f90b4e807ed3ba64a00da72e932b9720;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
961ecbb9f9788e42ded33798de176d67;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
a82d4b350a0c0963f779c91e43d143b8;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
533ef88f5330e14cbf8fd09e4058a684;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
67328c6e59fa7b8292677e82aa48273f;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
2e22f260044c25b98b5ac76345689b8a;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
895684238f8cdd30a3ee0dc3df9419fb;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;;
2e3cc7c81c80759793d2720c374a7bde;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
c1c506fa9cad364c0013fa4d97d68b3d;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroidaceae bacterium DJF_B220
094a4db7eaf44738ac04d95374b753f1;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;GCA-900066225;uncultured Ruminococcus sp.
abd2eeaf48cacaae8192e01fe10659da;Unassigned;;;;;;
1925feb455fc1e28f1a4b759bf6575f9;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
813ed4ac83dfc24c17b7e8b33eb6896a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;
ac2c194b5c1988a9f79e80b9273ddc4a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
9836f383abc66bead191b4f9d5b36246;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] torques group;
d602a947e302ff1e8b402e4866d3c43d;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;
80d17e1e915d56a7db6f9a87d22ecc3c;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Harryflintia;Provencibacterium massiliense
94a612b9948b32649c254a7b90537655;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
73b710ee75a6d3beef446543f3c633bb;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
67bbe0096999d2784e79ab34dc17ecc8;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
cf99a1f504b07165c802a997a5c524bf;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;
70ca4216e050beaebcab46882475b88c;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
f03c159fc5e8bb96be0b7c86869384fd;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
82047b7fbb4d53ecd32b6f340fe9e088;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
227238a652780b26ddb74cd8bd1a89b7;Unassigned;;;;;;
060dad2664091e769881d412b5367fa7;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
2caeaafb15f874f0d07782a73743fb49;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
a114ca3baf89c7f76e86db53989b87c8;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
01bdd712d8bc03e341fe5eadb2e0ba3f;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;Mogibacterium;
f5c38a91e1c7ffbaaf3bb0ce886d636a;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia
30663ede5eaab4d31c77aca485d23d81;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;
a951a69bf77e2e404b975ab572cbe55c;Bacteria;;;;;;
a04971a87d4286615068d8a9495ad4dc;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella tannerae
82c98a41981a6ae21df176b5f666ea07;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella sp. oral clone BR014
5dd65fe8c7d6d2772d75166eb5810777;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-011;uncultured bacterium
8f76a1697ba7b5ab73655c2bd9deb117;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Chlamydia trachomatis
efedd492df777a7e58a5591f70b38283;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
a256ed590262e7199318542c52eb07d4;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
9e9916769b979491d1b7bd79a100bdd1;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;W5053;unidentified marine bacterioplankton
2d82ea36c551b804fdb31c77a47d8329;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;metagenome;metagenome
633513c2fe816df62952ee724f01d44a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
8948932dcdff3de5ce247c024f69fa29;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;
22fc5fa8c975e93ee6c9c5511066c77e;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. AL-1
b4f5206f8f42ae9577080fb7833f917d;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;[Eubacterium] nodatum group;[Eubacterium] sulci
b7ac74307d91976afbec841b11872ac1;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;Coprobacter fastidiosus NSB1
6ee743c9ed770edf1fd270cf09cb410b;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus;
b3ece7181a5704d7d3e5f312451b3eb8;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;uncultured organism
98f541ce0a14738ea8d4b4afd888bcde;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
5f439323bb1aef4244e2f83103acb629;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;gut metagenome
133e51e5a6de272dc29a97ae60b67af0;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
0b1d4ae5c5cb28d8ca0c2174909c8924;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;CAG-352;uncultured organism
aa6a04972b7deec2e16dfea6c8fee736;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
2ff498ed0954f99643f062d5c5838bcb;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
dd30819b5517c659df0c75f995672460;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
d0470cf91eae07013e603685018cd283;Bacteria;Firmicutes;;;;;
0aedf2df6b2b4c4aa07fe4365cf3a3b7;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;
112dadce6e05bd27bd8743c877919266;Bacteria;Actinobacteria;Actinobacteria;;;;
1905ae4265088b3c3738472b2e02ef0d;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
88d2e0d06b8af11fb49558c281c4e077;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
9c154aeece4fcaf945e1339171c5ed79;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1;
31f50cafe5811509d6125ff39bedba4d;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;
f9aaa81800160035afa520493196a432;Bacteria;;;;;;
8ba4a20d326fd35e2759c6375883d4bf;Bacteria;;;;;;
f341a5dcf89253b4ae268c8507661150;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;human gut metagenome
b65d216f67db0f31ba3b38317dd80fdc;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;;
bddfa42a31a66b9cef3c7003be33e401;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Firmicutes bacterium CAG:345;Firmicutes bacterium CAG:345
815f52382cef4df5051de63cc58ac04b;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
01783175e4caf10636c38a19fa8a8303;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-010;uncultured organism
3eff87e260c0429cc3b6777daaa7b5d5;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;gut metagenome
58cac96680175796010d481806ee83dc;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
c403116e84d71b080fd76e6c2569d34a;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
42a50f4e4fbb94ba9db0d6ca04fa9573;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;uncultured bacterium;uncultured bacterium
8a34d39681f87da118c7850440cb0416;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
355315d73ba8c729684d1145966ec073;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;unidentified
201987103597496ff5a8a6d5e959e7be;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
c72106324ab500188f53eba8f9c043be;Bacteria;;;;;;
ac785c7babfcca518e3d5fa055631d92;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ccaf592db00cefc13cafcb8bdc19480f;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;
5299ca8819b81ddcb0e6b7e134bfb4fd;Bacteria;;;;;;
ed3cbb3bfe16e6d844c686445388979a;Bacteria;;;;;;
25d19449007ace22a13f011e8463d443;Bacteria;;;;;;
6b371ac49a3feda6dc7649bc9662dabd;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;
41618eb440dc5e21cff0c8017f0aa964;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;
b41a959271cde6904162b66c787f8d8c;Bacteria;Firmicutes;;;;;
575d1f484e255f5e516fca15cca5e338;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
76272b6af070213208bcf17cb15333e0;Bacteria;Cyanobacteria;Melainabacteria;Gastranaerophilales;;;
f10032c8bd83f05c42c5806886e00e52;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;
48a283dd3d909d3de11b304e9904390d;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;
7a250fa8b0876c48dc70446c16cd4dda;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5;uncultured bacterium
d8c77782fcc4337888c3e814c48a1a92;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Anaerococcus;uncultured Anaerococcus sp.
038c85f21db1a8f3887b8e658c5afc6c;Bacteria;;;;;;
bd44c3fe84df9e119b7b5bf8bc461a90;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;
839b72798eb7066ce675c1600317f4a6;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
070fce239051488ace9ec27c099b6bb4;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
9225d2acc7778c4e723542ac2b5bd45e;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
efbb25868b7c9cc0b8528942cb0afc3c;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;metagenome
942a014e419185f2aae7a0005e2c3569;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;
4a2345be611c9772fecd0edbfafa45e0;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
706d0d02fcc79e101c3372e5b709bd0f;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;;
